metric,filter,breakdown,treatment,segment,delta,baselineMean,baselineSampleSize,testGroupMean,testGroupSampleSize,ci_70_interval,ci_70_intervalLower,ci_70_intervalUpper,ci_80_interval,ci_80_intervalLower,ci_80_intervalUpper,ci_90_interval,ci_90_intervalLower,ci_90_intervalUpper,ci_95_interval,ci_95_intervalLower,ci_95_intervalUpper,effectiveSampleSize,pvalue,sem,std
Brand Lift: Bud Light,Overall,Income,ULTRA Club New Members Day,<$40k,-0.7,50.7,728.0,49.9,362,1.3,1.3,1.3,1.6,1.6,1.6,2.0,2.0,2.0,2.4,2.4,2.4,277.3,0.55,1.0,0.1
Brand Lift: Bud Light,Overall,Income,ULTRA Club New Members Day,>$100k,-1.0,52.3,226.0,51.3,120,1.5,1.5,1.5,1.8,1.8,1.8,2.4,2.4,2.4,2.8,2.8,2.8,94.9,0.505,1.2,0.1
Brand Lift: Bud Light,Overall,Income,The Busch Guide: Shelter,$40k-$100k,4.8,52.2,688.0,57.0,338,1.6,1.6,1.6,2.0,2.0,2.0,2.5,2.5,2.5,3.0,3.0,3.0,263.6,0.002,1.5,0.1
Brand Lift: Bud Light,Overall,Income,The Busch Guide: Shelter,<$40k,4.7,50.7,728.0,55.4,361,1.7,1.7,1.7,2.1,2.1,2.1,2.7,2.7,2.7,3.2,3.2,3.2,269.6,0.004,1.6,0.2
Brand Lift: Bud Light,Overall,Income,The Busch Guide: Shelter,>$100k,5.6,52.3,226.0,57.9,121,1.7,1.7,1.7,2.1,2.1,2.1,2.7,2.7,2.7,3.2,3.2,3.2,99.1,0.001,1.5,0.2
Brand Lift: Bud Light,Overall,Income,Bud Light: Easy to Summer.mp4,$40k-$100k,6.1,52.2,688.0,58.3,318,1.2,1.2,1.2,1.5,1.5,1.5,1.9,1.9,1.9,2.3,2.3,2.3,244.4,0.0,1.0,0.1
Brand Lift: Bud Light,Overall,Income,Bud Light: Easy to Summer.mp4,<$40k,6.1,50.7,728.0,56.8,404,1.2,1.2,1.2,1.5,1.5,1.5,2.0,2.0,2.0,2.4,2.4,2.4,303.0,0.0,1.0,0.1
Brand Lift: Bud Light,Overall,Income,Bud Light: Easy to Summer.mp4,>$100k,6.2,52.3,226.0,58.5,102,1.3,1.3,1.3,1.6,1.6,1.6,2.1,2.1,2.1,2.5,2.5,2.5,79.5,0.0,1.2,0.1
Brand Lift: Bud Light,Overall,Income,Budweiser: Griffey Father’s Day,$40k-$100k,2.3,52.2,688.0,54.5,327,1.5,1.5,1.5,1.9,1.9,1.9,2.4,2.4,2.4,2.9,2.9,2.9,253.7,0.111,1.3,0.1
Brand Lift: Bud Light,Overall,Income,Budweiser: Griffey Father’s Day,<$40k,2.5,50.7,728.0,53.2,365,1.6,1.6,1.6,1.9,1.9,1.9,2.5,2.5,2.5,2.9,2.9,2.9,271.8,0.094,1.3,0.1
Brand Lift: Bud Light,Overall,Income,Budweiser: Griffey Father’s Day,>$100k,2.5,52.3,226.0,54.8,125,1.6,1.6,1.6,2.0,2.0,2.0,2.6,2.6,2.6,3.1,3.1,3.1,102.4,0.109,1.4,0.1
Brand Lift: Bud Light,Overall,Income,Bud Light: NFL Pros,$40k-$100k,2.8,52.2,688.0,55.0,333,1.6,1.6,1.6,2.0,2.0,2.0,2.5,2.5,2.5,3.0,3.0,3.0,256.9,0.07,1.4,0.1
Brand Lift: Bud Light,Overall,Income,Bud Light: NFL Pros,<$40k,2.7,50.7,728.0,53.3,361,1.6,1.6,1.6,2.0,2.0,2.0,2.5,2.5,2.5,3.0,3.0,3.0,274.1,0.081,1.3,0.1
Brand Lift: Bud Light,Overall,Income,Bud Light: NFL Pros,>$100k,3.9,52.3,226.0,56.2,116,1.6,1.6,1.6,1.9,1.9,1.9,2.5,2.5,2.5,3.0,3.0,3.0,93.3,0.01,1.5,0.1
Brand Lift: Bud Light,Overall,Income,Anheuser-Busch _ That’s Who We Are,$40k-$100k,5.5,52.2,688.0,57.7,291,1.5,1.5,1.5,1.8,1.8,1.8,2.3,2.3,2.3,2.8,2.8,2.8,224.1,0.0,1.3,0.1
Brand Lift: Bud Light,Overall,Income,Anheuser-Busch _ That’s Who We Are,<$40k,5.9,50.7,728.0,56.5,354,1.5,1.5,1.5,1.8,1.8,1.8,2.3,2.3,2.3,2.8,2.8,2.8,259.1,0.0,1.3,0.1
Brand Lift: Bud Light,Overall,Income,Anheuser-Busch _ That’s Who We Are,>$100k,5.5,52.3,226.0,57.8,110,1.5,1.5,1.5,1.8,1.8,1.8,2.3,2.3,2.3,2.8,2.8,2.8,83.0,0.0,1.3,0.1
Brand Lift: Bud Light,Overall,Overall,ULTRA Club New Members Day,Overall,-1.0,51.2,2092.0,50.2,1034,1.3,1.3,1.3,1.6,1.6,1.6,2.0,2.0,2.0,2.4,2.4,2.4,790.3,0.421,1.0,0.1
Brand Lift: Bud Light,Overall,Overall,The Busch Guide: Shelter,Overall,4.7,51.2,2092.0,55.8,1037,1.6,1.6,1.6,1.9,1.9,1.9,2.5,2.5,2.5,3.0,3.0,3.0,788.4,0.002,1.4,0.1
Brand Lift: Bud Light,Overall,Overall,Bud Light: Easy to Summer.mp4,Overall,6.0,51.2,2092.0,57.2,1033,1.2,1.2,1.2,1.4,1.4,1.4,1.9,1.9,1.9,2.2,2.2,2.2,778.9,0.0,0.9,0.1
Brand Lift: Bud Light,Overall,Overall,Budweiser: Griffey Father’s Day,Overall,2.6,51.2,2092.0,53.7,1025,1.5,1.5,1.5,1.8,1.8,1.8,2.4,2.4,2.4,2.8,2.8,2.8,770.3,0.075,1.2,0.1
Brand Lift: Bud Light,Overall,Overall,Bud Light: NFL Pros,Overall,2.8,51.2,2092.0,54.0,1040,1.5,1.5,1.5,1.8,1.8,1.8,2.3,2.3,2.3,2.8,2.8,2.8,794.9,0.044,1.2,0.1
Brand Lift: Bud Light,Overall,Overall,Anheuser-Busch _ That’s Who We Are,Overall,5.7,51.2,2092.0,56.8,985,1.4,1.4,1.4,1.7,1.7,1.7,2.2,2.2,2.2,2.6,2.6,2.6,726.0,0.0,1.2,0.1
Brand Lift: Bud Light,Overall,Primary Shopper,ULTRA Club New Members Day,Not primary shopper,-1.3,47.1,464.0,45.8,212,1.2,1.2,1.2,1.5,1.5,1.5,1.9,1.9,1.9,2.3,2.3,2.3,158.0,0.257,1.1,0.1
Brand Lift: Bud Light,Overall,Primary Shopper,ULTRA Club New Members Day,Primary shopper,-0.9,52.1,1628.0,51.2,822,1.3,1.3,1.3,1.6,1.6,1.6,2.0,2.0,2.0,2.4,2.4,2.4,633.3,0.471,1.0,0.1
Brand Lift: Bud Light,Overall,Primary Shopper,The Busch Guide: Shelter,Not primary shopper,4.5,47.1,464.0,51.6,215,1.6,1.6,1.6,2.0,2.0,2.0,2.6,2.6,2.6,3.1,3.1,3.1,162.3,0.004,1.6,0.2
Brand Lift: Bud Light,Overall,Primary Shopper,The Busch Guide: Shelter,Primary shopper,4.7,52.1,1628.0,56.8,822,1.6,1.6,1.6,1.9,1.9,1.9,2.5,2.5,2.5,3.0,3.0,3.0,629.3,0.002,1.4,0.1
Brand Lift: Bud Light,Overall,Primary Shopper,Bud Light: Easy to Summer.mp4,Not primary shopper,5.6,47.1,464.0,52.7,218,1.4,1.4,1.4,1.7,1.7,1.7,2.2,2.2,2.2,2.6,2.6,2.6,159.0,0.0,1.1,0.1
Brand Lift: Bud Light,Overall,Primary Shopper,Bud Light: Easy to Summer.mp4,Primary shopper,6.1,52.1,1628.0,58.2,815,1.2,1.2,1.2,1.4,1.4,1.4,1.9,1.9,1.9,2.2,2.2,2.2,621.6,0.0,1.0,0.1
Brand Lift: Bud Light,Overall,Primary Shopper,Budweiser: Griffey Father’s Day,Not primary shopper,3.4,47.1,464.0,50.5,205,1.5,1.5,1.5,1.9,1.9,1.9,2.4,2.4,2.4,2.9,2.9,2.9,144.4,0.023,1.2,0.1
Brand Lift: Bud Light,Overall,Primary Shopper,Budweiser: Griffey Father’s Day,Primary shopper,2.4,52.1,1628.0,54.4,820,1.5,1.5,1.5,1.9,1.9,1.9,2.4,2.4,2.4,2.8,2.8,2.8,627.1,0.101,1.2,0.1
Brand Lift: Bud Light,Overall,Primary Shopper,Bud Light: NFL Pros,Not primary shopper,2.8,47.1,464.0,49.9,209,1.4,1.4,1.4,1.8,1.8,1.8,2.3,2.3,2.3,2.7,2.7,2.7,158.9,0.046,1.2,0.1
Brand Lift: Bud Light,Overall,Primary Shopper,Bud Light: NFL Pros,Primary shopper,2.9,52.1,1628.0,54.9,831,1.5,1.5,1.5,1.9,1.9,1.9,2.4,2.4,2.4,2.8,2.8,2.8,643.1,0.049,1.3,0.1
Brand Lift: Bud Light,Overall,Primary Shopper,Anheuser-Busch _ That’s Who We Are,Not primary shopper,5.7,47.1,464.0,52.8,196,1.5,1.5,1.5,1.8,1.8,1.8,2.3,2.3,2.3,2.8,2.8,2.8,136.9,0.0,1.4,0.1
Brand Lift: Bud Light,Overall,Primary Shopper,Anheuser-Busch _ That’s Who We Are,Primary shopper,5.7,52.1,1628.0,57.7,789,1.4,1.4,1.4,1.7,1.7,1.7,2.2,2.2,2.2,2.7,2.7,2.7,590.8,0.0,1.2,0.1
Brand Lift: Bud Light,Overall,Region,ULTRA Club New Members Day,Midwest,-0.4,50.5,343.0,50.1,191,1.6,1.6,1.6,1.9,1.9,1.9,2.5,2.5,2.5,2.9,2.9,2.9,145.4,0.769,1.3,0.1
Brand Lift: Bud Light,Overall,Region,ULTRA Club New Members Day,Northeast,-1.6,51.0,356.0,49.4,148,2.0,2.0,2.0,2.5,2.5,2.5,3.2,3.2,3.2,3.8,3.8,3.8,114.5,0.426,1.6,0.2
Brand Lift: Bud Light,Overall,Region,ULTRA Club New Members Day,South,0.0,51.0,936.0,51.1,471,1.4,1.4,1.4,1.7,1.7,1.7,2.2,2.2,2.2,2.6,2.6,2.6,360.7,0.982,1.2,0.1
Brand Lift: Bud Light,Overall,Region,ULTRA Club New Members Day,West,-3.5,52.2,397.0,48.6,195,2.6,2.6,2.6,3.2,3.2,3.2,4.1,4.1,4.1,4.9,4.9,4.9,152.8,0.158,2.1,0.2
Brand Lift: Bud Light,Overall,Region,The Busch Guide: Shelter,Midwest,2.9,50.5,343.0,53.5,197,2.0,2.0,2.0,2.5,2.5,2.5,3.2,3.2,3.2,3.9,3.9,3.9,150.5,0.136,1.8,0.2
Brand Lift: Bud Light,Overall,Region,The Busch Guide: Shelter,Northeast,6.9,51.0,356.0,57.9,181,2.1,2.1,2.1,2.6,2.6,2.6,3.3,3.3,3.3,4.0,4.0,4.0,138.8,0.001,1.8,0.2
Brand Lift: Bud Light,Overall,Region,The Busch Guide: Shelter,South,4.8,51.0,936.0,55.8,461,1.8,1.8,1.8,2.2,2.2,2.2,2.9,2.9,2.9,3.4,3.4,3.4,351.2,0.006,1.6,0.2
Brand Lift: Bud Light,Overall,Region,The Busch Guide: Shelter,West,3.9,52.2,397.0,56.1,176,2.2,2.2,2.2,2.8,2.8,2.8,3.6,3.6,3.6,4.2,4.2,4.2,134.9,0.069,1.9,0.2
Brand Lift: Bud Light,Overall,Region,Bud Light: Easy to Summer.mp4,Midwest,5.4,50.5,343.0,55.9,174,1.5,1.5,1.5,1.9,1.9,1.9,2.4,2.4,2.4,2.9,2.9,2.9,130.8,0.0,1.3,0.1
Brand Lift: Bud Light,Overall,Region,Bud Light: Easy to Summer.mp4,Northeast,7.2,51.0,356.0,58.1,186,1.7,1.7,1.7,2.1,2.1,2.1,2.7,2.7,2.7,3.2,3.2,3.2,141.6,0.0,1.3,0.1
Brand Lift: Bud Light,Overall,Region,Bud Light: Easy to Summer.mp4,South,5.8,51.0,936.0,56.9,471,1.3,1.3,1.3,1.6,1.6,1.6,2.1,2.1,2.1,2.5,2.5,2.5,359.8,0.0,1.2,0.1
Brand Lift: Bud Light,Overall,Region,Bud Light: Easy to Summer.mp4,West,6.0,52.2,397.0,58.2,178,2.2,2.2,2.2,2.8,2.8,2.8,3.5,3.5,3.5,4.2,4.2,4.2,134.2,0.005,1.8,0.2
Brand Lift: Bud Light,Overall,Region,Budweiser: Griffey Father’s Day,Midwest,1.6,50.5,343.0,52.1,188,1.8,1.8,1.8,2.2,2.2,2.2,2.8,2.8,2.8,3.4,3.4,3.4,137.7,0.352,1.6,0.2
Brand Lift: Bud Light,Overall,Region,Budweiser: Griffey Father’s Day,Northeast,1.9,51.0,356.0,52.9,188,2.0,2.0,2.0,2.5,2.5,2.5,3.2,3.2,3.2,3.9,3.9,3.9,143.0,0.331,1.7,0.2
Brand Lift: Bud Light,Overall,Region,Budweiser: Griffey Father’s Day,South,2.5,51.0,936.0,53.5,446,1.6,1.6,1.6,2.0,2.0,2.0,2.5,2.5,2.5,3.0,3.0,3.0,336.8,0.106,1.2,0.1
Brand Lift: Bud Light,Overall,Region,Budweiser: Griffey Father’s Day,West,4.6,52.2,397.0,56.8,170,1.9,1.9,1.9,2.3,2.3,2.3,3.0,3.0,3.0,3.5,3.5,3.5,134.3,0.011,1.4,0.1
Brand Lift: Bud Light,Overall,Region,Bud Light: NFL Pros,Midwest,2.2,50.5,343.0,52.7,205,1.8,1.8,1.8,2.2,2.2,2.2,2.8,2.8,2.8,3.4,3.4,3.4,160.3,0.209,1.5,0.2
Brand Lift: Bud Light,Overall,Region,Bud Light: NFL Pros,Northeast,5.7,51.0,356.0,56.7,184,1.8,1.8,1.8,2.2,2.2,2.2,2.8,2.8,2.8,3.4,3.4,3.4,140.8,0.001,1.7,0.2
Brand Lift: Bud Light,Overall,Region,Bud Light: NFL Pros,South,3.2,51.0,936.0,54.2,451,1.6,1.6,1.6,1.9,1.9,1.9,2.5,2.5,2.5,2.9,2.9,2.9,344.4,0.034,1.4,0.1
Brand Lift: Bud Light,Overall,Region,Bud Light: NFL Pros,West,-0.3,52.2,397.0,51.9,169,2.8,2.8,2.8,3.4,3.4,3.4,4.4,4.4,4.4,5.2,5.2,5.2,133.8,0.917,2.3,0.2
Brand Lift: Bud Light,Overall,Region,Anheuser-Busch _ That’s Who We Are,Midwest,6.4,50.5,343.0,56.9,173,1.8,1.8,1.8,2.2,2.2,2.2,2.8,2.8,2.8,3.3,3.3,3.3,133.3,0.0,1.6,0.2
Brand Lift: Bud Light,Overall,Region,Anheuser-Busch _ That’s Who We Are,Northeast,7.0,51.0,356.0,58.0,209,2.0,2.0,2.0,2.5,2.5,2.5,3.2,3.2,3.2,3.8,3.8,3.8,154.5,0.0,1.7,0.2
Brand Lift: Bud Light,Overall,Region,Anheuser-Busch _ That’s Who We Are,South,6.1,51.0,936.0,57.1,438,1.3,1.3,1.3,1.6,1.6,1.6,2.1,2.1,2.1,2.5,2.5,2.5,324.7,0.0,1.2,0.1
Brand Lift: Bud Light,Overall,Region,Anheuser-Busch _ That’s Who We Are,West,2.5,52.2,397.0,54.7,141,2.5,2.5,2.5,3.1,3.1,3.1,3.9,3.9,3.9,4.7,4.7,4.7,101.2,0.289,2.2,0.2
Brand Lift: Bud Light,Overall,Store Preference,ULTRA Club New Members Day,Club stores,-1.5,51.7,177.0,50.2,97,1.3,1.3,1.3,1.6,1.6,1.6,2.1,2.1,2.1,2.5,2.5,2.5,76.5,0.248,1.1,0.1
Brand Lift: Bud Light,Overall,Store Preference,ULTRA Club New Members Day,Grocery stores ,-0.8,50.2,1149.0,49.4,550,1.3,1.3,1.3,1.6,1.6,1.6,2.0,2.0,2.0,2.4,2.4,2.4,419.6,0.51,1.0,0.1
Brand Lift: Bud Light,Overall,Store Preference,ULTRA Club New Members Day,Liquor Stores ,-0.9,52.9,572.0,52.0,274,1.3,1.3,1.3,1.6,1.6,1.6,2.1,2.1,2.1,2.5,2.5,2.5,211.1,0.466,1.0,0.1
Brand Lift: Bud Light,Overall,Store Preference,ULTRA Club New Members Day,Natural food stores,-1.7,51.3,194.0,49.6,113,1.2,1.2,1.2,1.4,1.4,1.4,1.8,1.8,1.8,2.2,2.2,2.2,86.2,0.124,1.0,0.1
Brand Lift: Bud Light,Overall,Store Preference,The Busch Guide: Shelter,Club stores,4.8,51.7,177.0,56.5,83,1.5,1.5,1.5,1.8,1.8,1.8,2.4,2.4,2.4,2.8,2.8,2.8,65.4,0.001,1.4,0.1
Brand Lift: Bud Light,Overall,Store Preference,The Busch Guide: Shelter,Grocery stores ,4.7,50.2,1149.0,55.0,557,1.6,1.6,1.6,2.0,2.0,2.0,2.6,2.6,2.6,3.1,3.1,3.1,418.7,0.003,1.5,0.2
Brand Lift: Bud Light,Overall,Store Preference,The Busch Guide: Shelter,Liquor Stores ,4.6,52.9,572.0,57.5,298,1.6,1.6,1.6,1.9,1.9,1.9,2.5,2.5,2.5,3.0,3.0,3.0,230.8,0.002,1.4,0.1
Brand Lift: Bud Light,Overall,Store Preference,The Busch Guide: Shelter,Natural food stores,4.3,51.3,194.0,55.5,99,1.5,1.5,1.5,1.8,1.8,1.8,2.3,2.3,2.3,2.8,2.8,2.8,75.6,0.003,1.4,0.1
Brand Lift: Bud Light,Overall,Store Preference,Bud Light: Easy to Summer.mp4,Club stores,6.1,51.7,177.0,57.8,97,1.2,1.2,1.2,1.5,1.5,1.5,1.9,1.9,1.9,2.3,2.3,2.3,72.6,0.0,1.1,0.1
Brand Lift: Bud Light,Overall,Store Preference,Bud Light: Easy to Summer.mp4,Grocery stores ,6.0,50.2,1149.0,56.2,542,1.2,1.2,1.2,1.5,1.5,1.5,1.9,1.9,1.9,2.3,2.3,2.3,405.9,0.0,1.0,0.1
Brand Lift: Bud Light,Overall,Store Preference,Bud Light: Easy to Summer.mp4,Liquor Stores ,6.2,52.9,572.0,59.1,278,1.2,1.2,1.2,1.5,1.5,1.5,1.9,1.9,1.9,2.2,2.2,2.2,217.2,0.0,1.0,0.1
Brand Lift: Bud Light,Overall,Store Preference,Bud Light: Easy to Summer.mp4,Natural food stores,5.5,51.3,194.0,56.8,116,1.3,1.3,1.3,1.6,1.6,1.6,2.0,2.0,2.0,2.4,2.4,2.4,85.3,0.0,1.1,0.1
Brand Lift: Bud Light,Overall,Store Preference,Budweiser: Griffey Father’s Day,Club stores,3.2,51.7,177.0,54.9,91,1.5,1.5,1.5,1.8,1.8,1.8,2.3,2.3,2.3,2.8,2.8,2.8,69.3,0.026,1.3,0.1
Brand Lift: Bud Light,Overall,Store Preference,Budweiser: Griffey Father’s Day,Grocery stores ,2.7,50.2,1149.0,52.9,549,1.5,1.5,1.5,1.9,1.9,1.9,2.4,2.4,2.4,2.9,2.9,2.9,408.5,0.064,1.2,0.1
Brand Lift: Bud Light,Overall,Store Preference,Budweiser: Griffey Father’s Day,Liquor Stores ,1.9,52.9,572.0,54.8,280,1.5,1.5,1.5,1.9,1.9,1.9,2.4,2.4,2.4,2.8,2.8,2.8,219.6,0.182,1.3,0.1
Brand Lift: Bud Light,Overall,Store Preference,Budweiser: Griffey Father’s Day,Natural food stores,2.9,51.3,194.0,54.1,105,1.4,1.4,1.4,1.8,1.8,1.8,2.3,2.3,2.3,2.7,2.7,2.7,74.5,0.039,1.3,0.1
Brand Lift: Bud Light,Overall,Store Preference,Bud Light: NFL Pros,Club stores,3.2,51.7,177.0,55.0,82,1.4,1.4,1.4,1.8,1.8,1.8,2.3,2.3,2.3,2.7,2.7,2.7,62.0,0.019,1.3,0.1
Brand Lift: Bud Light,Overall,Store Preference,Bud Light: NFL Pros,Grocery stores ,2.6,50.2,1149.0,52.8,560,1.6,1.6,1.6,1.9,1.9,1.9,2.5,2.5,2.5,3.0,3.0,3.0,431.7,0.084,1.3,0.1
Brand Lift: Bud Light,Overall,Store Preference,Bud Light: NFL Pros,Liquor Stores ,3.1,52.9,572.0,56.0,296,1.4,1.4,1.4,1.8,1.8,1.8,2.3,2.3,2.3,2.7,2.7,2.7,225.6,0.023,1.3,0.1
Brand Lift: Bud Light,Overall,Store Preference,Bud Light: NFL Pros,Natural food stores,3.0,51.3,194.0,54.3,102,1.3,1.3,1.3,1.6,1.6,1.6,2.1,2.1,2.1,2.5,2.5,2.5,90.7,0.016,1.2,0.1
Brand Lift: Bud Light,Overall,Store Preference,Anheuser-Busch _ That’s Who We Are,Club stores,5.3,51.7,177.0,57.0,66,1.4,1.4,1.4,1.7,1.7,1.7,2.2,2.2,2.2,2.6,2.6,2.6,48.6,0.0,1.3,0.1
Brand Lift: Bud Light,Overall,Store Preference,Anheuser-Busch _ That’s Who We Are,Grocery stores ,5.6,50.2,1149.0,55.9,528,1.5,1.5,1.5,1.8,1.8,1.8,2.3,2.3,2.3,2.8,2.8,2.8,388.5,0.0,1.3,0.1
Brand Lift: Bud Light,Overall,Store Preference,Anheuser-Busch _ That’s Who We Are,Liquor Stores ,5.9,52.9,572.0,58.8,294,1.4,1.4,1.4,1.7,1.7,1.7,2.2,2.2,2.2,2.6,2.6,2.6,217.4,0.0,1.2,0.1
Brand Lift: Bud Light,Overall,Store Preference,Anheuser-Busch _ That’s Who We Are,Natural food stores,5.4,51.3,194.0,56.7,97,1.2,1.2,1.2,1.5,1.5,1.5,2.0,2.0,2.0,2.4,2.4,2.4,74.0,0.0,1.3,0.1
Brand Lift: Bud Light,Overall,Urbanization,ULTRA Club New Members Day,City,-1.1,51.6,1191.0,50.5,587,1.2,1.2,1.2,1.5,1.5,1.5,1.9,1.9,1.9,2.3,2.3,2.3,454.4,0.362,0.9,0.1
Brand Lift: Bud Light,Overall,Urbanization,ULTRA Club New Members Day,Rural,-0.7,51.5,277.0,50.9,148,1.7,1.7,1.7,2.1,2.1,2.1,2.7,2.7,2.7,3.3,3.3,3.3,114.0,0.689,1.6,0.2
Brand Lift: Bud Light,Overall,Urbanization,ULTRA Club New Members Day,Suburb,-0.9,50.0,564.0,49.1,270,1.6,1.6,1.6,1.9,1.9,1.9,2.5,2.5,2.5,3.0,3.0,3.0,204.8,0.556,1.2,0.1
Brand Lift: Bud Light,Overall,Urbanization,The Busch Guide: Shelter,City,4.5,51.6,1191.0,56.1,600,1.5,1.5,1.5,1.9,1.9,1.9,2.4,2.4,2.4,2.9,2.9,2.9,455.3,0.002,1.4,0.1
Brand Lift: Bud Light,Overall,Urbanization,The Busch Guide: Shelter,Rural,2.2,51.5,277.0,53.7,142,2.3,2.3,2.3,2.9,2.9,2.9,3.7,3.7,3.7,4.4,4.4,4.4,106.2,0.33,2.1,0.2
Brand Lift: Bud Light,Overall,Urbanization,The Busch Guide: Shelter,Suburb,6.2,50.0,564.0,56.2,273,1.7,1.7,1.7,2.2,2.2,2.2,2.8,2.8,2.8,3.3,3.3,3.3,214.2,0.0,1.5,0.2
Brand Lift: Bud Light,Overall,Urbanization,Bud Light: Easy to Summer.mp4,City,5.9,51.6,1191.0,57.6,562,1.2,1.2,1.2,1.5,1.5,1.5,1.9,1.9,1.9,2.2,2.2,2.2,429.0,0.0,1.0,0.1
Brand Lift: Bud Light,Overall,Urbanization,Bud Light: Easy to Summer.mp4,Rural,4.7,51.5,277.0,56.3,125,1.8,1.8,1.8,2.2,2.2,2.2,2.9,2.9,2.9,3.4,3.4,3.4,91.7,0.007,1.6,0.2
Brand Lift: Bud Light,Overall,Urbanization,Bud Light: Easy to Summer.mp4,Suburb,6.8,50.0,564.0,56.8,322,1.3,1.3,1.3,1.6,1.6,1.6,2.1,2.1,2.1,2.5,2.5,2.5,244.7,0.0,1.0,0.1
Brand Lift: Bud Light,Overall,Urbanization,Budweiser: Griffey Father’s Day,City,2.8,51.6,1191.0,54.4,562,1.5,1.5,1.5,1.8,1.8,1.8,2.3,2.3,2.3,2.8,2.8,2.8,430.8,0.045,1.1,0.1
Brand Lift: Bud Light,Overall,Urbanization,Budweiser: Griffey Father’s Day,Rural,1.4,51.5,277.0,52.9,133,2.0,2.0,2.0,2.4,2.4,2.4,3.1,3.1,3.1,3.7,3.7,3.7,97.6,0.461,1.8,0.2
Brand Lift: Bud Light,Overall,Urbanization,Budweiser: Griffey Father’s Day,Suburb,2.7,50.0,564.0,52.7,297,1.7,1.7,1.7,2.1,2.1,2.1,2.7,2.7,2.7,3.2,3.2,3.2,229.0,0.098,1.4,0.1
Brand Lift: Bud Light,Overall,Urbanization,Bud Light: NFL Pros,City,2.5,51.6,1191.0,54.1,585,1.5,1.5,1.5,1.8,1.8,1.8,2.4,2.4,2.4,2.8,2.8,2.8,454.7,0.077,1.2,0.1
Brand Lift: Bud Light,Overall,Urbanization,Bud Light: NFL Pros,Rural,0.7,51.5,277.0,52.2,134,2.0,2.0,2.0,2.5,2.5,2.5,3.2,3.2,3.2,3.9,3.9,3.9,100.3,0.721,1.8,0.2
Brand Lift: Bud Light,Overall,Urbanization,Bud Light: NFL Pros,Suburb,4.5,50.0,564.0,54.5,290,1.5,1.5,1.5,1.8,1.8,1.8,2.3,2.3,2.3,2.8,2.8,2.8,223.5,0.001,1.3,0.1
Brand Lift: Bud Light,Overall,Urbanization,Anheuser-Busch _ That’s Who We Are,City,5.5,51.6,1191.0,57.1,573,1.3,1.3,1.3,1.7,1.7,1.7,2.1,2.1,2.1,2.6,2.6,2.6,430.2,0.0,1.2,0.1
Brand Lift: Bud Light,Overall,Urbanization,Anheuser-Busch _ That’s Who We Are,Rural,5.9,51.5,277.0,57.4,118,1.9,1.9,1.9,2.4,2.4,2.4,3.1,3.1,3.1,3.7,3.7,3.7,87.8,0.002,1.7,0.2
Brand Lift: Bud Light,Overall,Urbanization,Anheuser-Busch _ That’s Who We Are,Suburb,6.0,50.0,564.0,56.0,270,1.5,1.5,1.5,1.9,1.9,1.9,2.4,2.4,2.4,2.9,2.9,2.9,195.7,0.0,1.4,0.1
Emotional Response (Uninspired),Anheuser-Busch Customers,Age,ULTRA Club New Members Day,21 - 35,,,,1.2,297,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,281.4,,0.1,0.1
Emotional Response (Uninspired),Anheuser-Busch Customers,Age,ULTRA Club New Members Day,35-54,,,,1.1,190,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,158.5,,0.1,0.1
Emotional Response (Uninspired),Anheuser-Busch Customers,Age,ULTRA Club New Members Day,55+,,,,1.0,39,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,36.8,,0.2,0.2
Emotional Response (Uninspired),Anheuser-Busch Customers,Age,The Busch Guide: Shelter,21 - 35,,,,1.4,294,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,278.2,,0.1,0.1
Emotional Response (Uninspired),Anheuser-Busch Customers,Age,The Busch Guide: Shelter,35-54,,,,1.3,186,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,154.8,,0.2,0.2
Emotional Response (Uninspired),Anheuser-Busch Customers,Age,The Busch Guide: Shelter,55+,,,,1.2,48,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,45.9,,0.3,0.3
Emotional Response (Uninspired),Anheuser-Busch Customers,Age,Bud Light: Easy to Summer.mp4,21 - 35,,,,1.3,276,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,262.7,,0.1,0.1
Emotional Response (Uninspired),Anheuser-Busch Customers,Age,Bud Light: Easy to Summer.mp4,35-54,,,,1.2,187,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,153.7,,0.1,0.1
Emotional Response (Uninspired),Anheuser-Busch Customers,Age,Bud Light: Easy to Summer.mp4,55+,,,,1.4,40,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,37.8,,0.2,0.2
